1011,1005,11.691636
1012,938,0.9798422
1013,1016,1.0090726
1014,979,1.099349
1015,980,1.0628258
1016,1019,1.0908927
1017,976,1.0244817
1018,1040,1.0479051
1019,961,1.0732374
1020,1015,1.1092026
1021,277,1.7776917
1022,291,1.5445338
1023,268,1.653707
1024,284,1.7142006
1025,294,1.7501471
1026,288,1.7725062
1027,296,1.7155119
1028,297,1.6565651
1029,282,1.5175866
1030,274,1.7231853
1031,145,2.2673647
1032,148,2.402929
1033,135,2.0597169
1034,147,2.2706953
1035,149,1.9191588
1036,139,2.0055507
1037,155,1.7805585
1038,141,2.1859886
1039,142,1.9730169
1040,137,2.2975918
1041,88,2.3077343
1042,99,2.175794
1043,91,2.3097099
1044,99,2.3497057
1045,87,2.264362
1046,89,2.2295283
1047,87,2.184904
1048,85,2.357436
1049,87,2.0006775
1050,82,2.0230715
1051,59,2.448656
1052,60,2.5280139
1053,62,2.413586
1054,60,2.5209325
1055,58,2.3291893
1056,62,2.4125664
1057,68,1.9899021
1058,61,2.36668
1059,77,2.2359297
1060,59,2.4560611
111,152,0.0721725
112,118,0.0959488
113,144,0.0592142
114,135,0.0644045
115,141,0.0637009
116,144,0.0527875
117,141,0.0620289
118,147,0.0639208
119,129,0.0617228
120,131,0.0721665
121,38,0.0901676
122,65,0.0751293
123,49,0.0635279
124,47,0.1620395
125,52,0.0550045
126,45,0.073397
127,52,0.0714791
128,40,0.0713259
129,54,0.0596006
130,46,0.0577944
131,28,0.0677873
132,31,0.0702285
133,25,0.0621393
134,35,0.0711858
135,26,0.0690888
136,35,0.0632431
137,27,0.0689419
138,26,0.0677382
139,27,0.0563239
140,31,0.0722694
141,16,0.075758
142,20,0.0760161
143,22,0.073324
144,18,0.0798611
145,20,0.0680557
146,19,0.0687988
147,24,0.063038
148,19,0.0741805
149,26,0.0800825
150,20,0.0665834
151,13,0.084861
152,18,0.0869841
153,16,0.0846791
154,14,0.0830492
155,16,0.0859661
156,18,0.0868496
157,13,0.0776246
158,20,0.0877657
159,14,0.0784737
160,16,0.0802176
211,238,0.1223725
212,254,0.1098022
213,207,0.1212001
214,226,0.1206128
215,241,0.1198504
216,214,0.1186391
217,215,0.1226936
218,222,0.1121642
219,226,0.1236607
220,232,0.1237809
221,89,0.1313185
222,80,0.1376729
223,72,0.1300514
224,89,0.15404
225,69,0.1303054
226,99,0.1579314
227,98,0.2015888
228,77,0.158414
229,92,0.1349481
230,65,0.149481
231,43,0.1317343
232,48,0.1336163
233,42,0.1448685
234,44,0.140363
235,40,0.137348
236,43,0.1613232
237,38,0.139796
238,47,0.1573667
239,50,0.1410885
240,46,0.1296727
241,27,0.1512549
242,31,0.1695127
243,26,0.1420299
244,28,0.152267
245,33,0.1468582
246,31,0.1524827
247,33,0.1456699
248,29,0.1826826
249,25,0.1488711
250,28,0.1415109
251,21,0.1639917
252,31,0.1687158
253,22,0.1584119
254,22,0.1647072
255,22,0.150062
256,19,0.1658318
257,25,0.1434811
258,20,0.1685026
259,23,0.165345
260,22,0.1677965
511,521,0.4066455
512,500,0.3628985
513,521,0.3603449
514,491,0.3629583
515,539,0.3614231
516,521,0.3676558
517,501,0.3578916
518,502,0.4134739
519,512,0.3588023
520,504,0.3691704
521,155,0.583964
522,150,0.5629379
523,153,0.5781131
524,158,0.5342368
525,170,0.5829848
526,152,0.481
527,159,0.5944957
528,162,0.5742112
529,152,0.5030804
530,147,0.5718249
531,71,0.5397237
532,78,0.636134
533,76,0.6238614
534,93,0.6024245
535,80,0.6204631
536,79,0.5719893
537,80,0.5142733
538,86,0.621109
539,94,0.5397088
540,86,0.6195593
541,57,0.5966658
542,45,0.5770303
543,54,0.5777153
544,52,0.6039114
545,61,0.5878372
546,56,0.6229891
547,51,0.5853425
548,66,0.5805945
549,51,0.5597825
550,51,0.5792025
551,38,0.5730892
552,43,0.6285232
553,34,0.6098357
554,36,0.7190397
555,38,0.5807082
556,37,0.6043418
557,42,0.6036528
558,36,0.5888567
559,36,0.5441145
560,36,0.6125377
