1011,10.0,1000.0,3013.0,98799.0,5.847923278808594,1.0,0.0,0.0003383254497548422,977.0
1012,10.0,1000.0,2312.0,82022.0,2.1250381469726562,1.0,0.0,0.0014365399600970474,905.0
1013,10.0,1000.0,3806.0,151570.0,6.757328033447266,1.0,0.0,0.001284262637989914,978.0
1014,10.0,1000.0,5514.0,163646.0,6.337301254272461,1.0,0.0,0.0013897781638207837,960.0
1015,10.0,1000.0,54.0,2866.0,0.18623733520507812,1.0,0.0,0.0011716700225368176,964.0
1016,10.0,1000.0,1687.0,62126.0,5.978431701660156,1.0,0.0,0.0007949128239129642,973.0
1017,10.0,1000.0,109.0,7759.0,0.6963272094726562,1.0,0.0,0.0008118768936751843,942.0
1018,10.0,1000.0,2440.0,94274.0,7.426046371459961,1.0,0.0,0.0006524293532080916,990.0
1019,10.0,1000.0,665.0,27622.0,3.188772201538086,1.0,0.0,0.000876206353261413,937.0
1020,10.0,1000.0,5908.0,258260.0,16.569822311401367,1.0,0.0,0.00033504564126725215,985.0
1021,20.0,1000.0,84.0,19310.0,5.419578552246094,1.0,0.0,0.004273124776890321,258.0
1022,20.0,1000.0,709.0,134220.0,28.382902145385742,1.0,0.0,0.003718661338120183,266.0
1023,20.0,1000.0,1120.0,134032.0,28.645092010498047,1.0,0.0,0.003940539759460829,252.0
1024,20.0,1000.0,617.0,92726.0,23.015697479248047,1.0,0.0,0.0033456524722625864,266.0
1025,20.0,1000.0,510.0,65120.0,8.636039733886719,1.0,0.0,0.00357873308568163,275.0
1026,20.0,1000.0,3816.0,527695.0,48.83605194091797,1.0,0.0,0.001499618683662783,267.0
1027,20.0,1000.0,39430.0,3.539339e6,300.01895904541016,0.0,0.0035842293906810036,0.004879088743547646,279.0
1028,20.0,1000.0,510.0,45926.0,11.456747055053711,1.0,0.0,0.0041586407569457655,272.0
1029,20.0,1000.0,1128.0,143363.0,22.300905227661133,1.0,0.0,0.002850606001731291,266.0
